area_type,availability,location,society,total_sqft,bath,balcony,price,Month_of_Availability
Built-up  Area,Ready To Move,Yelahanka New Town,In society,860.0,1,2,31.0,0
Built-up  Area,Ready To Move,Kengeri,Not in society,3000.0,5,2,130.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1756.0,3,2,66.73,0
Super built-up  Area,Ready To Move,Whitefield,In society,1205.0,2,1,41.0,0
Plot  Area,Ready To Move,Hoodi,Not in society,1120.0,8,2,155.0,0
Super built-up  Area,Ready To Move,Banashankari,In society,1800.0,3,2,125.0,0
Super built-up  Area,Not Ready To Move,Ashok Nagar,Not in society,8321.0,5,2,2912.0,1
Built-up  Area,Ready To Move,Hormavu,In society,1604.0,3,0,68.0,0
Super built-up  Area,Not Ready To Move,Old Airport Road,In society,2732.0,4,3,204.0,5
Super built-up  Area,Not Ready To Move,Chandapura,In society,1015.0,2,2,25.88,12
Super built-up  Area,Ready To Move,Ananth Nagar,Not in society,1010.0,2,2,38.0,0
Built-up  Area,Ready To Move,Nagarbhavi,Not in society,1250.0,3,0,170.0,0
Super built-up  Area,Ready To Move,Doddakallasandra,Not in society,1010.0,2,1,41.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1050.0,2,2,33.1,0
Super built-up  Area,Ready To Move,Harlur,Not in society,1710.0,3,2,85.0,0
Super built-up  Area,Not Ready To Move,Mysore Road,In society,650.0,3,2,115.0,1
Built-up  Area,Ready To Move,Attibele,Not in society,410.0,1,1,10.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta Road,In society,1656.0,2,1,62.93,10
Super built-up  Area,Ready To Move,Naganathapura,In society,1451.0,3,1,68.0,0
Super built-up  Area,Ready To Move,Giri Nagar,Not in society,1200.0,3,0,175.0,0
Super built-up  Area,Ready To Move,JP Nagar,In society,1250.0,2,2,93.0,0
Plot  Area,Ready To Move,Meenakunte,In society,4395.0,3,3,240.0,0
Super built-up  Area,Ready To Move,Hebbal,In society,4600.0,6,2,650.0,0
Built-up  Area,Ready To Move,Sonnenahalli,In society,1340.0,2,3,42.0,0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,In society,1100.0,2,2,38.5,0
Super built-up  Area,Ready To Move,Whitefield,In society,6000.0,6,2,700.0,0
Super built-up  Area,Ready To Move, Devarachikkanahalli,In society,1700.0,3,1,71.0,0
Plot  Area,Ready To Move,Yelahanka,Not in society,1200.0,5,0,150.0,0
Super built-up  Area,Ready To Move,KR Puram,In society,1096.0,2,1,43.0,0
Built-up  Area,Ready To Move,"Sarjapur Road, ",Not in society,1936.0,3,2,139.0,0
Super built-up  Area,Ready To Move,Nehru Nagar,In society,1269.0,2,2,63.0,0
Super built-up  Area,Not Ready To Move,Richmond Road,Not in society,3500.0,3,1,630.0,12
Super built-up  Area,Not Ready To Move,Panathur,In society,1586.0,3,1,125.0,5
Super built-up  Area,Not Ready To Move,Rajaji Nagar,In society,1376.0,2,1,124.0,7
Super built-up  Area,Ready To Move,Kanakpura Road,In society,1452.0,3,3,56.5,0
Super built-up  Area,Not Ready To Move,Hosa Road,In society,1538.0,3,1,107.0,8
Super built-up  Area,Not Ready To Move,Hosur Road,In society,1427.0,2,1,130.0,5
Built-up  Area,Ready To Move,Upadhyaya Layout,Not in society,935.0,2,0,40.0,0
Built-up  Area,Ready To Move,Ashwath Nagar,In society,1220.0,2,3,65.0,0
Super built-up  Area,Ready To Move,Harlur,In society,1197.0,2,1,77.0,0
Super built-up  Area,Not Ready To Move,Varthur,Not in society,674.0,1,1,19.9,12
Built-up  Area,Ready To Move,Kengeri,Not in society,410.0,1,1,15.0,0
Built-up  Area,Not Ready To Move,Thanisandra,In society,1573.0,3,1,90.0,4
Super built-up  Area,Ready To Move,Dodda Nekkundi,In society,1135.0,2,2,58.0,0
Built-up  Area,Not Ready To Move,Huskur,Not in society,1400.0,2,1,40.43,12
Super built-up  Area,Ready To Move,Agrahara Dasarahalli,Not in society,1200.0,1,0,65.0,0
Plot  Area,Ready To Move,Ittamadu,Not in society,1800.0,3,0,95.0,0
Built-up  Area,Ready To Move,Avalahalli,In society,2045.0,3,2,108.0,0
Super built-up  Area,Ready To Move,Sonnenahalli,In society,1268.0,2,1,56.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1600.0,3,3,100.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1056.0,2,2,70.0,0
Plot  Area,Ready To Move,Jigani,Not in society,1200.0,11,2,105.0,0
Plot  Area,Ready To Move,Whitefield,In society,4500.0,4,2,330.0,0
Super built-up  Area,Ready To Move,KR Puram,In society,1204.0,2,2,58.0,0
Super built-up  Area,Ready To Move,Tejaswini Nagar,In society,1410.0,2,1,54.0,0
Built-up  Area,Ready To Move,Hennur Road,In society,1460.0,2,1,80.3,0
Super built-up  Area,Ready To Move,Dodda Nekkundi,Not in society,1100.0,2,1,41.18,0
Super built-up  Area,Ready To Move,Govindapura,In society,1310.0,2,1,88.0,0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,In society,1600.0,3,2,90.0,0
Super built-up  Area,Ready To Move,Lottegolla Halli,Not in society,1250.0,2,2,55.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1665.0,3,2,74.93,0
Built-up  Area,Ready To Move,Hosahalli Extension,Not in society,2000.0,5,2,240.0,0
Super built-up  Area,Ready To Move,Singasandra,In society,1416.0,2,2,67.0,0
Built-up  Area,Ready To Move,Munnekollal,Not in society,7200.0,10,3,200.0,0
Built-up  Area,Ready To Move,Jigani,In society,1231.0,3,2,58.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1664.0,3,0,73.95,0
Built-up  Area,Ready To Move,TC Palaya,Not in society,2000.0,3,1,76.0,0
Built-up  Area,Ready To Move,Rajiv Nagar,In society,972.0,2,2,43.0,0
Built-up  Area,Ready To Move,3rd Phase JP Nagar,Not in society,4500.0,4,3,345.0,0
Super built-up  Area,Ready To Move,Bellandur,Not in society,1185.0,2,1,47.39,0
Built-up  Area,Ready To Move,Green Glen Layout,Not in society,1750.0,3,2,81.0,0
Built-up  Area,Ready To Move,Byadarahalli,In society,3155.0,4,2,316.0,0
Super built-up  Area,Not Ready To Move,Balagere,In society,1007.0,2,1,68.0,12
Super built-up  Area,Ready To Move,Rajaji Nagar,Not in society,1700.0,3,2,200.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1250.0,2,2,85.0,0
Super built-up  Area,Ready To Move,Telecom Layout,Not in society,1200.0,2,1,54.0,0
Super built-up  Area,Not Ready To Move,Horamavu Agara,In society,994.0,2,1,42.28,8
Super built-up  Area,Not Ready To Move,Ramamurthy Nagar,Not in society,1150.0,2,2,40.0,4
Super built-up  Area,Ready To Move,Thanisandra,In society,1220.0,2,2,46.0,0
Super built-up  Area,Ready To Move,Hennur Gardens,In society,1441.0,2,1,115.0,0
Super built-up  Area,Not Ready To Move,Old Madras Road,In society,1157.0,2,2,47.32,3
Super built-up  Area,Ready To Move,RPC layout,Not in society,1300.0,6,3,150.0,0
Super built-up  Area,Ready To Move,Thigalarapalya,In society,1400.0,2,2,105.0,0
Built-up  Area,Ready To Move,Tindlu,Not in society,688.5,3,1,65.0,0
Plot  Area,Ready To Move,Magadi Road,Not in society,1200.0,4,1,130.0,0
Super built-up  Area,Not Ready To Move,Judicial Layout,Not in society,900.0,2,1,40.0,12
Super built-up  Area,Ready To Move,Kodipalya,Not in society,418.0,1,1,17.0,0
Plot  Area,Ready To Move,Vishwapriya Nagar,Not in society,1200.0,3,1,80.0,0
Built-up  Area,Ready To Move,ISRO Layout,Not in society,1200.0,2,3,43.0,0
Super built-up  Area,Ready To Move,Talaghattapura,Not in society,1062.0,2,1,42.48,0
Super built-up  Area,Ready To Move,Kanakpura Road,Not in society,1120.0,2,1,51.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1012.0,2,1,44.0,0
Plot  Area,Ready To Move,Postal Colony,Not in society,1500.0,2,1,200.0,0
Built-up  Area,Ready To Move,ISRO Layout,Not in society,950.0,4,2,180.0,0
Super built-up  Area,Ready To Move,Kadabagere,In society,675.0,2,2,13.5,0
Super built-up  Area,Ready To Move,Kanakpura Road,In society,1430.0,2,2,78.0,0
Super built-up  Area,Ready To Move,Channasandra,Not in society,1195.0,2,1,56.0,0
Super built-up  Area,Ready To Move,Old Madras Road,In society,2640.0,5,1,150.0,0
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1570.0,3,0,75.99,9
Plot  Area,Ready To Move,Kammanahalli,Not in society,782.0,4,2,85.0,0
Built-up  Area,Not Ready To Move,Sonnenahalli,In society,1011.0,2,1,59.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,In society,1450.0,2,1,102.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1129.0,2,1,69.0,0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,In society,1126.0,2,1,36.0,0
Plot  Area,Not Ready To Move,Attibele,In society,1200.0,3,2,110.0,12
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1180.0,2,2,45.0,0
Plot  Area,Ready To Move,1st Block HRBR Layout,Not in society,600.0,4,2,125.0,0
Plot  Area,Not Ready To Move,Bannerghatta,Not in society,940.0,4,2,45.0,4
Super built-up  Area,Ready To Move,Hennur Road,In society,1933.0,3,2,140.0,0
Built-up  Area,Ready To Move,TC Palaya,Not in society,1082.0,2,2,64.0,0
Plot  Area,Ready To Move,LB Shastri Nagar,Not in society,2400.0,8,1,250.0,0
Super built-up  Area,Not Ready To Move,Anwar Layout,In society,610.0,1,0,28.0,12
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,Not in society,1560.0,4,1,160.0,0
Super built-up  Area,Ready To Move,Kathriguppe,In society,1300.0,3,3,77.99,0
Built-up  Area,Ready To Move,Kudlu Gate,Not in society,3850.0,6,0,205.0,0
Built-up  Area,Ready To Move,CV Raman Nagar,Not in society,1125.0,2,1,46.0,0
Plot  Area,Ready To Move,Bileshivale,Not in society,2400.0,7,2,107.0,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,Not in society,390.5,2,0,25.0,0
Super built-up  Area,Ready To Move,Battarahalli,Not in society,2500.0,3,1,65.0,0
Super built-up  Area,Ready To Move,Old Airport Road,In society,1798.0,3,2,150.0,0
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,In society,1864.0,3,2,120.0,0
Super built-up  Area,Ready To Move,Whitefield,Not in society,1115.0,2,1,51.91,0
Super built-up  Area,Ready To Move,Kengeri,Not in society,400.0,1,1,25.0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,Not in society,1200.0,2,1,70.0,0
Super built-up  Area,Not Ready To Move,Ananth Nagar,Not in society,992.0,2,2,24.8,5
Built-up  Area,Ready To Move,Jakkasandra Extension,Not in society,950.0,2,3,57.0,0
Plot  Area,Ready To Move,R.T. Nagar,Not in society,1500.0,4,3,185.0,0
Super built-up  Area,Ready To Move,Bellandur,In society,1200.0,2,1,62.0,0
Built-up  Area,Ready To Move,GM Palaya,In society,1735.0,3,2,70.0,0
Built-up  Area,Ready To Move,BTM 2nd Stage,In society,1750.0,3,3,172.0,0
Super built-up  Area,Ready To Move,Jalahalli,In society,1470.0,2,3,102.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1527.0,3,2,115.0,0
Built-up  Area,Ready To Move,Singapura Village,In society,985.0,2,1,45.0,0
Built-up  Area,Ready To Move,Chandapura,Not in society,3300.0,4,2,135.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1277.0,2,1,77.0,6
Super built-up  Area,Not Ready To Move,Nallurhalli,In society,1100.0,2,1,62.0,5
Super built-up  Area,Ready To Move,Whitefield,In society,1820.0,3,2,140.0,0
Super built-up  Area,Ready To Move,Puttanahalli,Not in society,1530.0,3,3,87.0,0
Super built-up  Area,Ready To Move,Banashankari,In society,1886.0,3,2,205.0,0
Plot  Area,Ready To Move,Chandra Layout,Not in society,1200.0,2,0,190.0,0
Super built-up  Area,Ready To Move,Jakkur,In society,1880.0,4,2,110.0,0
Super built-up  Area,Ready To Move,Hennur,In society,1255.0,2,2,52.35,0
Super built-up  Area,Ready To Move,Somasundara Palya,Not in society,1140.0,2,2,46.0,0
Built-up  Area,Not Ready To Move,Electronic City Phase II,In society,1025.0,2,1,29.6,8
Built-up  Area,Ready To Move,Whitefield,In society,3453.0,4,2,247.0,0
Plot  Area,Ready To Move,Akshaya Vana,Not in society,1200.0,4,2,165.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1850.0,3,2,140.0,0
Super built-up  Area,Ready To Move,Kaikondrahalli,Not in society,1250.0,2,1,78.0,0
Super built-up  Area,Ready To Move,Kamakya Layout,Not in society,2400.0,3,1,108.0,0
Super built-up  Area,Ready To Move,Kodihalli,In society,3522.0,5,3,716.0,0
Super built-up  Area,Not Ready To Move,Jalahalli,In society,1244.0,2,2,88.0,12
Plot  Area,Ready To Move,Kumaraswami Layout,Not in society,623.0,4,1,75.0,0
Super built-up  Area,Not Ready To Move,Kengeri Satellite Town,In society,1025.0,2,1,28.57,12
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1034.0,2,1,38.0,0
Super built-up  Area,Not Ready To Move,Kengeri Satellite Town,In society,1191.0,2,2,33.34,1
Super built-up  Area,Ready To Move,Kasavanhalli,In society,1719.0,3,2,71.0,0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,Not in society,1500.0,3,2,230.0,0
Super built-up  Area,Not Ready To Move,Hosa Road,In society,1470.0,2,2,84.22,12
Super built-up  Area,Ready To Move,Yelahanka,Not in society,1140.0,2,1,50.66,0
Super built-up  Area,Ready To Move,Harlur,In society,882.0,3,2,125.0,0
Plot  Area,Ready To Move,BTM 1st Stage,Not in society,600.0,6,2,80.0,0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,Not in society,600.0,3,1,84.0,0
Super built-up  Area,Ready To Move,Old Madras Road,In society,2990.0,3,2,170.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1660.0,3,2,85.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1275.0,3,3,63.43,0
Super built-up  Area,Not Ready To Move,Bommasandra Industrial Area,Not in society,1365.0,3,1,52.81,6
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",Not in society,1200.0,2,0,90.0,0
Super built-up  Area,Ready To Move,Kanakpura Road,Not in society,2546.0,3,2,170.0,0
Super built-up  Area,Not Ready To Move,Banashankari Stage VI,In society,1392.0,3,1,69.46,10
Super built-up  Area,Not Ready To Move,Whitefield,In society,1245.0,2,1,59.76,3
Built-up  Area,Ready To Move,Rayasandra,Not in society,1200.0,3,1,65.0,0
Super built-up  Area,Ready To Move,Yeshwanthpur,In society,1162.0,2,2,64.08,0
Super built-up  Area,Ready To Move,Singasandra,In society,1476.0,2,1,73.0,0
Built-up  Area,Ready To Move,KR Puram,Not in society,700.0,1,1,21.5,0
Built-up  Area,Ready To Move,Gnana Bharathi,Not in society,3600.0,6,1,170.0,0
Built-up  Area,Ready To Move,Jigani,In society,943.0,2,2,48.0,0
Plot  Area,Ready To Move,Pai Layout,Not in society,1150.0,2,1,170.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1113.0,2,1,44.5,0
Super built-up  Area,Not Ready To Move,Varthur,In society,1615.0,3,2,69.43,12
Super built-up  Area,Ready To Move,Keshava Nagar,In society,1279.0,2,3,100.0,0
Built-up  Area,Ready To Move,Benson Town,Not in society,1805.0,3,2,280.0,0
Built-up  Area,Ready To Move,Sompura,In society,1350.0,3,1,65.0,0
Super built-up  Area,Not Ready To Move,SRINIVASAPURA,Not in society,1525.0,3,2,68.63,5
Super built-up  Area,Not Ready To Move,Rajaji Nagar,In society,1357.0,2,1,123.0,8
Super built-up  Area,Ready To Move,Ardendale,In society,901.5,3,2,92.0,0
Super built-up  Area,Ready To Move,Bisuvanahalli,In society,845.0,2,2,32.0,0
Built-up  Area,Ready To Move,Sidedahalli,Not in society,900.0,2,0,25.0,0
Super built-up  Area,Not Ready To Move,Varthur,In society,1210.0,2,1,64.15,9
Super built-up  Area,Not Ready To Move,Electronic City Phase II,Not in society,829.0,2,1,22.8,8
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1879.0,3,2,155.0,0
Super built-up  Area,Not Ready To Move,Hosur Road,In society,1250.0,2,2,50.0,6
Built-up  Area,Ready To Move,Jeevanhalli,Not in society,1200.0,2,2,35.0,0
Super built-up  Area,Not Ready To Move,Marathahalli,In society,1108.0,2,1,60.0,3
Super built-up  Area,Not Ready To Move,Kanakpura Road,Not in society,1401.0,3,2,69.0,8
Super built-up  Area,Not Ready To Move,Sarjapur  Road,In society,1157.0,2,1,75.0,10
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,In society,1185.0,2,1,42.66,0
Super built-up  Area,Ready To Move,Green Glen Layout,In society,1751.0,3,2,115.0,0
Plot  Area,Ready To Move,Mahalakshmi Puram,Not in society,1550.0,3,1,250.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1880.0,3,2,96.5,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1322.5,3,0,40.985,12
Super built-up  Area,Ready To Move,Channasandra,Not in society,1175.0,2,2,38.0,0
Built-up  Area,Ready To Move,Jalahalli,In society,1407.0,2,1,98.49,0
Super built-up  Area,Ready To Move,Yelachenahalli,In society,1000.0,2,2,50.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1518.0,3,3,75.0,0
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",Not in society,3600.0,4,2,300.0,0
Super built-up  Area,Not Ready To Move,Tumkur Road,In society,1027.0,2,1,67.0,5
Super built-up  Area,Ready To Move,Dairy Circle,In society,3730.0,6,2,430.0,0
Built-up  Area,Ready To Move,HSR Layout,In society,1145.0,2,2,46.0,0
Super built-up  Area,Not Ready To Move,Rajaji Nagar,In society,1260.0,2,2,113.0,8
Super built-up  Area,Ready To Move,Begur Road,In society,1500.0,2,3,47.25,0
Super built-up  Area,Ready To Move,Varthur,In society,1737.0,2,1,57.32,0
Super built-up  Area,Not Ready To Move,Hennur,In society,3517.0,2,2,161.5,12
Plot  Area,Ready To Move,Byrathi Village,Not in society,1600.0,4,1,120.0,0
Built-up  Area,Ready To Move,Hegde Nagar,In society,1500.0,3,2,135.0,0
Plot  Area,Ready To Move,Sabari Nagar,Not in society,1120.0,2,0,60.0,0
Plot  Area,Ready To Move,Banashankari Stage V,Not in society,1200.0,4,1,240.0,0
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1030.0,2,1,46.5,12
Built-up  Area,Ready To Move,Gubbalala,Not in society,2500.0,6,1,88.0,0
Super built-up  Area,Ready To Move,Kammasandra,In society,1057.0,2,1,35.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1460.0,2,2,38.5,0
Super built-up  Area,Ready To Move,Hormavu,In society,1075.0,2,1,53.7,0
Super built-up  Area,Ready To Move,Mysore Road,Not in society,1080.0,2,1,60.0,0
Super built-up  Area,Not Ready To Move,Kodihalli,In society,3626.0,5,3,788.0,12
Super built-up  Area,Ready To Move,Ashraya Layout,Not in society,5100.0,7,2,225.0,0
Super built-up  Area,Ready To Move,Singasandra,In society,573.0,2,1,45.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1074.0,2,1,42.8,6
Plot  Area,Not Ready To Move,Whitefield,Not in society,1200.0,2,1,46.13,7
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,2425.0,5,1,175.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1323.0,2,2,74.0,0
Super built-up  Area,Ready To Move,Kalena Agrahara,In society,900.0,2,1,40.0,0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,In society,740.0,1,1,23.65,0
Plot  Area,Ready To Move,Arishinakunte,Not in society,38.0,1,0,170.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1550.0,3,2,96.0,0
Super built-up  Area,Ready To Move,Gunjur,In society,1588.0,2,3,90.0,0
Built-up  Area,Ready To Move,Rajaji Nagar,Not in society,2300.0,4,1,240.0,0
Built-up  Area,Ready To Move,R.T. Nagar,Not in society,3600.0,8,2,165.0,0
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",Not in society,1308.0,2,1,86.0,0
Super built-up  Area,Ready To Move,Hennur,In society,1340.0,2,2,54.27,0
Plot  Area,Ready To Move,Kogilu,Not in society,3280.0,9,3,450.0,0
Built-up  Area,Ready To Move,Infantry Road,Not in society,2170.0,3,2,265.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1719.0,3,2,135.0,0
Plot  Area,Not Ready To Move,Whitefield,Not in society,1200.0,2,1,45.84,7
Plot  Area,Ready To Move,Sarvabhouma Nagar,Not in society,1500.0,5,2,210.0,0
Super built-up  Area,Not Ready To Move,Jakkur,In society,1660.0,3,2,104.0,12
Super built-up  Area,Ready To Move,Nagavara,In society,1247.0,2,1,58.56,0
Super built-up  Area,Not Ready To Move,Thanisandra,In society,1595.0,3,2,96.0,5
Super built-up  Area,Ready To Move,Kaggadasapura,In society,1175.0,2,2,50.0,0
Plot  Area,Ready To Move,9th Phase JP Nagar,Not in society,1200.0,8,2,135.0,0
Super built-up  Area,Ready To Move,Old Airport Road,In society,1184.0,2,1,78.0,0
Super built-up  Area,Ready To Move,Byrasandra,In society,1100.0,2,2,55.0,0
Plot  Area,Not Ready To Move,Kaval Byrasandra,Not in society,935.0,2,0,78.0,4
Built-up  Area,Ready To Move,Yelahanka,In society,1200.0,2,2,60.0,0
Plot  Area,Ready To Move,Rajaji Nagar,Not in society,2400.0,5,1,408.0,0
Super built-up  Area,Ready To Move,Neelamangala,Not in society,1000.0,2,1,45.0,0
Built-up  Area,Ready To Move,Uttarahalli,In society,1000.0,2,0,52.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1705.0,3,2,85.0,0
Built-up  Area,Ready To Move,Tumkur Road,In society,1060.0,2,2,58.3,0
Super built-up  Area,Not Ready To Move,Kammagondahalli,In society,1347.0,2,2,55.0,3
Plot  Area,Ready To Move,Kathreguppe,Not in society,1200.0,8,3,250.0,0
Super built-up  Area,Not Ready To Move,Varthur,In society,1402.0,2,2,95.0,12
Super built-up  Area,Not Ready To Move,Whitefield,In society,2280.0,4,2,125.0,10
Super built-up  Area,Ready To Move,Whitefield ECC Road,Not in society,1225.0,2,2,71.05,0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,In society,1080.0,2,1,53.0,0
Built-up  Area,Not Ready To Move,Koppa,Not in society,4000.0,7,2,90.0,4
Super built-up  Area,Ready To Move,Lavelle Road,Not in society,1919.0,3,0,300.0,0
Built-up  Area,Ready To Move,Begur Road,In society,1100.0,2,2,42.6,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,2500.0,4,3,225.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta Road,In society,1200.0,2,2,78.0,1
Plot  Area,Not Ready To Move,Maruthi nagar kogilu,Not in society,1200.0,3,0,78.0,4
Super built-up  Area,Ready To Move,Kothanur,Not in society,1581.0,3,3,76.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,2882.0,5,1,200.0,12
Plot  Area,Ready To Move,TC Palaya,Not in society,1440.0,5,2,97.0,0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,In society,2180.0,3,3,273.0,0
Built-up  Area,Ready To Move,Nagasandra,Not in society,7000.0,8,2,450.0,0
Super built-up  Area,Ready To Move,Abbigere,In society,985.0,2,1,38.92,0
Built-up  Area,Ready To Move,Sarjapur,In society,950.0,2,2,35.0,0
Super built-up  Area,Ready To Move,Jai Bheema Nagar,Not in society,1339.0,2,2,55.0,0
Super built-up  Area,Ready To Move,Ayappa Nagar,In society,1449.0,3,1,72.0,0
Plot  Area,Ready To Move,Chikkasandra,Not in society,1200.0,4,2,180.0,0
Super built-up  Area,Not Ready To Move,Brindavan Layout,Not in society,1100.0,2,2,38.68,5
Super built-up  Area,Ready To Move,Hoskote,In society,1003.5,2,0,28.095,0
Built-up  Area,Ready To Move,Kaval Byrasandra,Not in society,2700.0,3,2,200.0,0
Super built-up  Area,Ready To Move,Billamaranahalli,Not in society,1100.0,2,3,55.0,0
Built-up  Area,Not Ready To Move,Electronic City,Not in society,1140.0,2,1,32.92,12
Plot  Area,Ready To Move,Sarjapur,In society,3009.0,3,2,330.0,0
Super built-up  Area,Ready To Move,Hanumantha Nagar,Not in society,3300.0,8,3,310.0,0
Built-up  Area,Ready To Move,Chandapura,Not in society,800.0,1,2,30.0,0
Built-up  Area,Ready To Move,Chikkabanavar,Not in society,2000.0,4,0,65.0,0
Plot  Area,Ready To Move,Prasanti Nagar,Not in society,1200.0,4,1,190.0,0
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,In society,1300.0,2,3,95.0,0
Super built-up  Area,Ready To Move,Kanakpura Road,In society,1220.0,2,2,60.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,2289.0,3,2,178.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1170.0,2,1,56.0,1
Super built-up  Area,Ready To Move,Vignana Nagar,Not in society,1350.0,2,2,89.5,0
Built-up  Area,Ready To Move,Thanisandra,In society,1698.0,3,2,125.0,0
Super built-up  Area,Not Ready To Move,Electronic City Phase II,In society,2187.5,4,0,105.0,5
Super built-up  Area,Ready To Move,Ambalipura,Not in society,1060.0,2,1,58.5,0
Super built-up  Area,Ready To Move,Somasundara Palya,In society,1185.0,2,2,75.0,0
Super built-up  Area,Not Ready To Move,Padmanabhanagar,In society,2051.0,3,1,180.0,12
Super built-up  Area,Ready To Move,Vittasandra,Not in society,1404.0,2,1,72.0,0
Super built-up  Area,Ready To Move,Electronic City Phase II,In society,1252.0,2,1,67.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta Road,Not in society,1885.0,3,1,125.0,3
Built-up  Area,Ready To Move,Kaikondrahalli,Not in society,3381.0,6,3,225.0,0
Super built-up  Area,Ready To Move,Hormavu,Not in society,980.0,2,2,42.0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,In society,2500.0,3,3,340.0,0
Super built-up  Area,Not Ready To Move,Banashankari,Not in society,1420.0,3,1,66.0,1
Plot  Area,Ready To Move,Medahalli,Not in society,1166.0,6,2,135.0,0
Built-up  Area,Ready To Move,"Banasawadi, ",Not in society,2312.0,3,2,156.0,0
Super built-up  Area,Ready To Move,Kaggadasapura,In society,3000.0,4,2,130.0,0
Built-up  Area,Ready To Move,Jayamahal,Not in society,1175.0,2,1,70.0,0
Super built-up  Area,Ready To Move,Vinayaka Nagar,Not in society,1145.0,2,2,51.0,0
Built-up  Area,Ready To Move,Bhoganhalli,In society,970.0,2,1,52.5,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1639.5,3,0,92.63,9
Built-up  Area,Ready To Move,9th Phase JP Nagar,In society,5000.0,4,2,300.0,0
Built-up  Area,Ready To Move,3rd Block Jayanagar,Not in society,2150.0,3,3,240.0,0
Super built-up  Area,Not Ready To Move,Ramagondanahalli,In society,1635.0,3,1,57.0,7
Built-up  Area,Ready To Move,Harlur,In society,3425.0,3,1,320.0,0
Built-up  Area,Not Ready To Move,Hennur Road,In society,2950.0,4,3,253.0,3
Super built-up  Area,Not Ready To Move,Jalahalli,In society,1200.0,2,1,66.0,12
Super built-up  Area,Ready To Move,Kathriguppe,Not in society,1335.0,2,2,73.43,0
Super built-up  Area,Ready To Move,Hebbal,In society,4450.0,6,0,449.0,0
Super built-up  Area,Ready To Move,Yeshwanthpur,In society,1166.0,2,1,64.08,0
Super built-up  Area,Ready To Move,Rajaji Nagar,In society,2390.0,3,1,372.0,0
Super built-up  Area,Ready To Move,Shivaji Nagar,Not in society,1460.0,2,1,90.0,0
